"id","sex","taxon","event","lat","lon","ele","coordinateNotes","label","start","end","sample","trap","site","NA"
"10662","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.11-3.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI C2/7 162",1998-11-17,1998-12-03,"c2-7","c2","clay","Amazon 1998"
"10663","F","Syzeuctus sp3","Amazon 1998","","","","","BANCHIN
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, clay I.E.S.,R.J. et al. leg. Malaise t., APHI, C2/9",1998-12-17,1999-01-20,"c2-9","c2","clay","Amazon 1998"
"10664","F","Syzeuctus sp3","Amazon 1998","","","","","58
PERU, Dept. of Loreto Iquitos area, Allpahuayo 5-17.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/6 011
62",1998-11-05,1998-11-17,"d1-6","d1","sand","Amazon 1998"
"10665","F","Syzeuctus sp3","Amazon 1998","","","","","53
PERU, Dept. of Loreto Iquitos area, Allpahuayo 5-17.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/6 007
60",1998-11-05,1998-11-17,"d2-6","d2","sand","Amazon 1998"
"10666","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.11-3.12.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/7 133",1998-11-17,1998-12-03,"d2-7","d2","sand","Amazon 1998"
"10667","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 20.10-5.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/5 105",1998-10-20,1998-11-05,"d1-5","d1","sand","Amazon 1998"
"10668","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/9 171",1998-12-17,1999-01-20,"d2-9","d2","sand","Amazon 1998"
"10669","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/9 107",1998-12-17,1999-01-20,"d2-9","d2","sand","Amazon 1998"
"10670","F","Syzeuctus sp3","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3",2000-03-08,2000-03-24,"g3-3","g3","sand","Amazon 2000"
"10671","F","Syzeuctus sp3","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3",2000-03-08,2000-03-24,"g3-3","g3","sand","Amazon 2000"
"10672","F","Syzeuctus sp3","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 14.9.-4.10.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/13",2000-09-14,2000-10-04,"g3-13","g3","sand","Amazon 2000"
"10673","F","Syzeuctus sp3","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/3",2000-03-08,2000-03-24,"g2-3","g2","sand","Amazon 2000"
"10674","F","Syzeuctus sp3","Amazon 2000","-3.946833333333","-73.423472222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo Sept 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/13",2000-09-14,2000-10-04,"g1-13","g1","sand","Amazon 2000"
"10675","F","Syzeuctus sp3","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 4-17.10.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/14",2000-10-04,2000-10-17,"g3-14","g3","sand","Amazon 2000"
"10676","F","Syzeuctus sp3","Amazon 2000","-3.946833333333","-73.423472222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 28.12.00-23.1.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/19",2000-12-28,2001-01-23,"g1-19","g1","sand","Amazon 2000"
"10677","F","Syzeuctus sp3","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.5-11.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/7",2000-05-22,2000-06-11,"h1-7","h1","loam","Amazon 2000"
"10678","F","Syzeuctus sp3","Amazon 2000","-3.953694444444","-73.418722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/3",2000-03-08,2000-03-24,"h2-3","h2","clay","Amazon 2000"
"10679","F","Syzeuctus sp3","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/4",2000-03-24,2000-04-17,"h1-4","h1","loam","Amazon 2000"
"10680","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/3",2000-03-07,2000-03-24,"f1-3","f1","loam","Amazon 2000"
"10681","F","Syzeuctus sp3","Amazon 2000","-3.946555555556","-73.413055555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F2/4",2000-03-24,2000-04-16,"f2-4","f2","loam","Amazon 2000"
"10682","F","Syzeuctus sp3","Amazon 2000","-3.946555555556","-73.413055555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 14.9.-4.10.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F2/13",2000-09-14,2000-10-04,"f2-13","f2","loam","Amazon 2000"
"10683","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/5",2000-04-16,2000-05-03,"f1-5","f1","loam","Amazon 2000"
"10684","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.-28.12.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/18",2000-12-15,2000-12-28,"f1-18","f1","loam","Amazon 2000"
"10685","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 4.-15.10.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/14",2000-10-04,2000-10-15,"f1-14","f1","loam","Amazon 2000"
"10686","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.11.-1.12.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/16",2000-11-08,2000-12-01,"f1-16","f1","loam","Amazon 2000"
"10687","F","Syzeuctus sp3","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.7.-2.8.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/10",2000-07-16,2000-08-02,"f1-10","f1","loam","Amazon 2000"
"10688","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/3 027
11
79",1998-09-16,1998-10-01,"b1-3","b1","sand","Amazon 1998"
"10689","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/6 068
5
82",1998-11-01,1998-11-16,"b1-6","b1","sand","Amazon 1998"
"10690","F","Syzeuctus sp3","Amazon 1998","","","","","2
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/4[B2/4 but 2 written over with 1] 043
83",1998-10-01,1998-10-16,"b1-4","b1","sand","Amazon 1998"
"10691","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/1 039",1998-08-16,1998-09-01,,"b1","sand","Amazon 1998"
"10692","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/6 099",1998-11-01,1998-11-16,"b2-6","b2","sand","Amazon 1998"
"10693","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/1 039
14
72",1998-08-16,1998-09-01,"b2-1","b2","sand","Amazon 1998"
"10694","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/8 087
8
69",1998-12-01,1998-12-16,"b2-8","b2","sand","Amazon 1998"
"10695","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/4 096
20",1998-10-01,1998-10-16,"b2-4","b2","sand","Amazon 1998"
"10696","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B3/9 135
4
55",1998-12-16,1999-01-01,"b3-9","b3","sand","Amazon 1998"
"10697","F","Syzeuctus sp3","Amazon 1998","","","","","38
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B3/2 039
19",1998-09-01,1998-09-16,"b3-2","b3","sand","Amazon 1998"
"10698","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/2 024
1
78",1998-09-01,1998-09-16,"b2-2","b2","sand","Amazon 1998"
"10699","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/2 059
16
71",1998-09-01,1998-09-16,"b2-2","b2","sand","Amazon 1998"
"10700","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 043
3
80",1998-12-16,1999-01-01,"b2-9","b2","sand","Amazon 1998"
"10701","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 082
3
81[?]",1998-12-16,1999-01-01,"b2-9","b2","sand","Amazon 1998"
"10702","F","Syzeuctus sp3","Amazon 1998","","","","","44
PERU, Dept. of Loreto Iquitos area, Mishana 16.12-1.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/9 114
76",1998-12-16,1999-01-01,"b1-9","b1","sand","Amazon 1998"
"10703","F","Syzeuctus sp3","Amazon 1998","","","","","44
PERU, Dept. of Loreto Iquitos area, Mishana 16.12-1.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/9 115
75",1998-12-16,1999-01-01,"b1-9","b1","sand","Amazon 1998"
"10704","F","Syzeuctus sp3","Amazon 2011","-3.966691666667","-73.417125","118","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 24-30.10.2011 Gómez&Sääksjärvi leg. Malaise4 Week23 30 58' 00\"S  73 25' 16\" W",2011-10-23,2011-10-30,"m4-23","m4","secondary","Amazon 2011"
"10705","F","Syzeuctus sp3","Amazon 2011","-3.952077777778","-73.416683333333","109","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 28.11-4.12.2011 Gómez&Sääksjärvi leg. Malaise3 Week28 30 57' 748\"S  73 25' 00\" W",2011-11-27,2011-12-04,"m3-28","m3","secondary","Amazon 2011"
"10706","F","Syzeuctus sp3","Amazon 2011","-3.967163888889","-73.417222222222","130","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 10-16.10.2011 Gómez&Sääksjärvi leg. Malaise2 Week21 30 58' 17\"\"S  73 25' 20\" W",2011-10-09,2011-10-16,"m2-21","m2","secondary","Amazon 2011"
"10707","F","Syzeuctus sp3","Amazon 2011","-3.951383333333","-73.402588888889","90","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 26.9-2.10.2011 Gómez&Sääksjärvi leg. Malaise1 Week19 30 57' 49\"S  73 24' 93\" W",2011-09-25,2011-10-02,"m1-19","m1","secondary","Amazon 2011"
"10708","F","Syzeuctus sp3","Amazon 2011","-3.951383333333","-73.402588888889","90","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 18-24.7.2011 Gómez&Sääksjärvi leg. Malaise1 Week9 30 58' 37\"S  73 25' 14\" W",2011-07-17,2011-07-24,"m1-9","m1","secondary","Amazon 2011"
"10709","F","Syzeuctus sp3","Amazon 2008","-12.5632007","-70.0973352","280","The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.","PERU,Dept. Madre de Dios Los Amigos, 31.7-7.8.2008 I. Gómez leg. a.s.l: 280.5m Malaise 1, E:380792,164 N:8610919,14",2008-07-31,2008-08-07,"la1-11","la1","terrace","Amazon 2008"
"10710","F","Syzeuctus sp3","Amazon 2008","-12.5632007","-70.0973352","280","The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.","PERU,Dept. Madre de Dios Los Amigos, 7-14.8.2008 I. Gómez leg. a.s.l: 280.5m Malaise 1, E:380792,164 N:8610919,14",2008-08-07,2008-08-14,"la1-12","la1","terrace","Amazon 2008"
"10711","F","Syzeuctus sp3","Amazon 2008","-12.5632007","-70.0973352","280","The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.","PERU,Dept. Madre de Dios Los Amigos, 14-21.8.2008 I. Gómez leg. a.s.l: 280.5m Malaise 1, E:380792,164 N:8610919,14",2008-08-14,2008-08-21,"la1-13","la1","terrace","Amazon 2008"
